"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-102.57","50.37","BROADVIEW","4010879","2015-01-01","2015","01","01","","-4.9","","-12.7","","-8.8","","26.8","","0.0","","","M","","M","0.7","","9","","31","","32",""
"-102.57","50.37","BROADVIEW","4010879","2015-01-02","2015","01","02","","-3.9","","-19.6","","-11.8","","29.8","","0.0","","","M","","M","6.2","","7","","31","","46",""
"-102.57","50.37","BROADVIEW","4010879","2015-01-03","2015","01","03","","-19.5","","-29.9","","-24.7","","42.7","","0.0","","","M","","M","0.2","","14","","36","","39",""
"-102.57","50.37","BROADVIEW","4010879","2015-01-04","2015","01","04","","-26.9","","-34.9","","-30.9","","48.9","","0.0","","","M","","M","0.2","","12","","30","","37",""
"-102.57","50.37","BROADVIEW","4010879","2015-01-05","2015","01","05","","-19.3","","-31.3","","-25.3","","43.3","","0.0","","","M","","M","0.0","","14","","31","","35",""
"-102.57","50.37","BROADVIEW","4010879","2015-01-06","2015","01","06","","-20.7","","-25.4","","-23.1","","41.1","","0.0","","","M","","M","0.0","","11","","31","","46",""
"-102.57","50.37","BROADVIEW","4010879","2015-01-07","2015","01","07","","-13.0","","-29.4","","-21.2","","39.2","","0.0","","","M","","M","0.0","","10","","21","","39",""
"-102.57","50.37","BROADVIEW","4010879","2015-01-08","2015","01","08","","-13.2","","-21.7","","-17.5","","35.5","","0.0","","","M","","M","0.8","","9","","32","","70",""
"-102.57","50.37","BROADVIEW","4010879","2015-01-09","2015","01","09","","-18.9","","-24.1","","-21.5","","39.5","","0.0","","","M","","M","0.0","","8","","28","","41",""
"-102.57","50.37","BROADVIEW","4010879","2015-01-10","2015","01","10","","-20.9","","-27.5","","-24.2","","42.2","","0.0","","","M","","M","0.0","","8","","","","<31",""
"-102.57","50.37","BROADVIEW","4010879","2015-01-11","2015","01","11","","-19.3","","-30.3","","-24.8","","42.8","","0.0","","","M","","M","0.2","","7","","29","","33",""
"-102.57","50.37","BROADVIEW","4010879","2015-01-12","2015","01","12","","-13.6","","-34.3","","-24.0","","42.0","","0.0","","","M","","M","0.0","","6","","21","","32",""
"-102.57","50.37","BROADVIEW","4010879","2015-01-13","2015","01","13","","-7.0","","-16.8","","-11.9","","29.9","","0.0","","","M","","M","","M","8","","23","","32",""
"-102.57","50.37","BROADVIEW","4010879","2015-01-14","2015","01","14","","0.6","","-10.2","","-4.8","","22.8","","0.0","","","M","","M","0.6","","7","","23","","35",""
"-102.57","50.37","BROADVIEW","4010879","2015-01-15","2015","01","15","","-1.3","","-10.4","","-5.9","","23.9","","0.0","","","M","","M","0.0","","8","","13","","39",""
"-102.57","50.37","BROADVIEW","4010879","2015-01-16","2015","01","16","","1.2","","-14.1","","-6.5","","24.5","","0.0","","","M","","M","0.0","","8","","30","","46",""
"-102.57","50.37","BROADVIEW","4010879","2015-01-17","2015","01","17","","-0.2","","-6.8","","-3.5","","21.5","","0.0","","","M","","M","1.3","","12","","31","","50",""
"-102.57","50.37","BROADVIEW","4010879","2015-01-18","2015","01","18","","-4.4","","-17.5","","-11.0","","29.0","","0.0","","","M","","M","0.3","","8","","","","<31",""
"-102.57","50.37","BROADVIEW","4010879","2015-01-19","2015","01","19","","-3.8","","-6.0","","-4.9","","22.9","","0.0","","","M","","M","0.0","","8","","","","<31",""
"-102.57","50.37","BROADVIEW","4010879","2015-01-20","2015","01","20","","-2.4","","-9.7","","-6.1","","24.1","","0.0","","","M","","M","1.1","","5","","","","<31",""
"-102.57","50.37","BROADVIEW","4010879","2015-01-21","2015","01","21","","-4.1","","-10.2","","-7.2","","25.2","","0.0","","","M","","M","0.0","","9","","22","","37",""
"-102.57","50.37","BROADVIEW","4010879","2015-01-22","2015","01","22","","4.6","","-4.4","","0.1","","17.9","","0.0","","","M","","M","0.0","","8","","23","","43",""
"-102.57","50.37","BROADVIEW","4010879","2015-01-23","2015","01","23","","3.6","","-1.7","","1.0","","17.0","","0.0","","","M","","M","0.0","","8","","29","","32",""
"-102.57","50.37","BROADVIEW","4010879","2015-01-24","2015","01","24","","-0.4","","-5.5","","-3.0","","21.0","","0.0","","","M","","M","1.5","","8","","","","<31",""
"-102.57","50.37","BROADVIEW","4010879","2015-01-25","2015","01","25","","3.5","","-10.5","","-3.5","","21.5","","0.0","","","M","","M","0.0","","7","","23","","46",""
"-102.57","50.37","BROADVIEW","4010879","2015-01-26","2015","01","26","","4.1","","-5.2","","-0.6","","18.6","","0.0","","","M","","M","0.0","","7","","27","","41",""
"-102.57","50.37","BROADVIEW","4010879","2015-01-27","2015","01","27","","3.5","","-4.9","","-0.7","","18.7","","0.0","","","M","","M","0.0","","7","","","","<31",""
"-102.57","50.37","BROADVIEW","4010879","2015-01-28","2015","01","28","","-2.8","","-8.7","","-5.8","","23.8","","0.0","","","M","","M","0.0","","","","33","","41",""
"-102.57","50.37","BROADVIEW","4010879","2015-01-29","2015","01","29","","-8.7","","-14.0","","-11.4","","29.4","","0.0","","","M","","M","0.2","","7","","32","","35",""
"-102.57","50.37","BROADVIEW","4010879","2015-01-30","2015","01","30","","-5.9","","-14.4","","-10.2","","28.2","","0.0","","","M","","M","0.0","","7","","31","","33",""
"-102.57","50.37","BROADVIEW","4010879","2015-01-31","2015","01","31","","-12.3","","-25.9","","-19.1","","37.1","","0.0","","","M","","M","0.5","","7","","","","<31",""
"-102.57","50.37","BROADVIEW","4010879","2015-02-01","2015","02","01","","-15.1","","-28.0","","-21.6","","39.6","","0.0","","","M","","M","0.2","","6","","23","","32",""
"-102.57","50.37","BROADVIEW","4010879","2015-02-02","2015","02","02","","-15.9","","-19.2","","-17.6","","35.6","","0.0","","","M","","M","0.0","","6","","","","<31",""
"-102.57","50.37","BROADVIEW","4010879","2015-02-03","2015","02","03","","-15.1","","-20.1","","-17.6","","35.6","","0.0","","","M","","M","0.2","","6","","28","","35",""
"-102.57","50.37","BROADVIEW","4010879","2015-02-04","2015","02","04","","-11.2","","-26.4","","-18.8","","36.8","","0.0","","","M","","M","0.0","","7","","21","","54",""
"-102.57","50.37","BROADVIEW","4010879","2015-02-05","2015","02","05","","-8.7","","-14.9","","-11.8","","29.8","","0.0","","","M","","M","1.7","","7","","","","<31",""
"-102.57","50.37","BROADVIEW","4010879","2015-02-06","2015","02","06","","-13.5","","-18.2","","-15.9","","33.9","","0.0","","","M","","M","2.0","","10","","12","","48",""
"-102.57","50.37","BROADVIEW","4010879","2015-02-07","2015","02","07","","-12.4","","-18.2","","-15.3","","33.3","","0.0","","","M","","M","0.3","","6","","13","","54",""
"-102.57","50.37","BROADVIEW","4010879","2015-02-08","2015","02","08","","-14.8","","-19.2","","-17.0","","35.0","","0.0","","","M","","M","0.0","","6","","","","<31",""
"-102.57","50.37","BROADVIEW","4010879","2015-02-09","2015","02","09","","-12.6","","-16.4","","-14.5","","32.5","","0.0","","","M","","M","0.2","","6","","11","","44",""
"-102.57","50.37","BROADVIEW","4010879","2015-02-10","2015","02","10","","-13.2","","-19.1","","-16.2","","34.2","","0.0","","","M","","M","7.2","","12","","34","","48",""
"-102.57","50.37","BROADVIEW","4010879","2015-02-11","2015","02","11","","-18.2","","-32.7","","-25.5","","43.5","","0.0","","","M","","M","0.2","","14","","34","","48",""
"-102.57","50.37","BROADVIEW","4010879","2015-02-12","2015","02","12","","-8.2","","-29.9","","-19.1","","37.1","","0.0","","","M","","M","0.0","","11","","16","","35",""
"-102.57","50.37","BROADVIEW","4010879","2015-02-13","2015","02","13","","-8.6","","-20.0","","-14.3","","32.3","","0.0","","","M","","M","0.0","","12","","6","","35",""
"-102.57","50.37","BROADVIEW","4010879","2015-02-14","2015","02","14","","-20.0","","-28.3","","-24.2","","42.2","","0.0","","","M","","M","1.4","","12","","12","","44",""
"-102.57","50.37","BROADVIEW","4010879","2015-02-15","2015","02","15","","-8.1","","-22.2","","-15.2","","33.2","","0.0","","","M","","M","0.0","","10","","12","","33",""
"-102.57","50.37","BROADVIEW","4010879","2015-02-16","2015","02","16","","-8.1","","-24.1","","-16.1","","34.1","","0.0","","","M","","M","0.2","","9","","34","","41",""
"-102.57","50.37","BROADVIEW","4010879","2015-02-17","2015","02","17","","-19.2","","-26.5","","-22.9","","40.9","","0.0","","","M","","M","0.0","","10","","32","","44",""
"-102.57","50.37","BROADVIEW","4010879","2015-02-18","2015","02","18","","-17.2","","-28.1","","-22.7","","40.7","","0.0","","","M","","M","0.2","","15","","","","<31",""
"-102.57","50.37","BROADVIEW","4010879","2015-02-19","2015","02","19","","-3.9","","-20.9","","-12.4","","30.4","","0.0","","","M","","M","1.7","","15","","","","<31",""
"-102.57","50.37","BROADVIEW","4010879","2015-02-20","2015","02","20","","-4.1","","-15.2","","-9.7","","27.7","","0.0","","","M","","M","0.4","","15","","33","","32",""
"-102.57","50.37","BROADVIEW","4010879","2015-02-21","2015","02","21","","-15.0","","-30.2","","-22.6","","40.6","","0.0","","","M","","M","0.2","","15","","33","","35",""
"-102.57","50.37","BROADVIEW","4010879","2015-02-22","2015","02","22","","-19.1","","-33.8","","-26.5","","44.5","","0.0","","","M","","M","0.2","","15","","","","<31",""
"-102.57","50.37","BROADVIEW","4010879","2015-02-23","2015","02","23","","-0.9","","-20.5","","-10.7","","28.7","","0.0","","","M","","M","0.0","","15","","23","","61",""
"-102.57","50.37","BROADVIEW","4010879","2015-02-24","2015","02","24","","-2.6","","-13.9","","-8.3","","26.3","","0.0","","","M","","M","0.5","","15","","33","","43",""
"-102.57","50.37","BROADVIEW","4010879","2015-02-25","2015","02","25","","-13.6","","-25.9","","-19.8","","37.8","","0.0","","","M","","M","0.7","","17","","31","","35",""
"-102.57","50.37","BROADVIEW","4010879","2015-02-26","2015","02","26","","-16.5","","-28.4","","-22.5","","40.5","","0.0","","","M","","M","0.2","","15","","","","<31",""
"-102.57","50.37","BROADVIEW","4010879","2015-02-27","2015","02","27","","-10.7","","-30.0","","-20.4","","38.4","","0.0","","","M","","M","0.0","","15","","","","<31",""
"-102.57","50.37","BROADVIEW","4010879","2015-02-28","2015","02","28","","-12.2","","-25.8","","-19.0","","37.0","","0.0","","","M","","M","0.0","","15","","30","","35",""
"-102.57","50.37","BROADVIEW","4010879","2015-03-01","2015","03","01","","-7.3","","-21.2","","-14.3","","32.3","","0.0","","","M","","M","0.2","","15","","28","","33",""
"-102.57","50.37","BROADVIEW","4010879","2015-03-02","2015","03","02","","-4.8","","-22.4","","-13.6","","31.6","","0.0","","","M","","M","0.0","","15","","33","","56",""
"-102.57","50.37","BROADVIEW","4010879","2015-03-03","2015","03","03","","-14.8","","-24.2","","-19.5","","37.5","","0.0","","","M","","M","0.0","","15","","32","","50",""
"-102.57","50.37","BROADVIEW","4010879","2015-03-04","2015","03","04","","-20.3","","-29.3","","-24.8","","42.8","","0.0","","","M","","M","0.0","","15","","","","<31",""
"-102.57","50.37","BROADVIEW","4010879","2015-03-05","2015","03","05","","-4.6","","-25.1","","-14.9","","32.9","","0.0","","","M","","M","0.0","","15","","26","","37",""
"-102.57","50.37","BROADVIEW","4010879","2015-03-06","2015","03","06","","1.9","","-15.7","","-6.9","","24.9","","0.0","","","M","","M","0.0","","15","","22","","41",""
"-102.57","50.37","BROADVIEW","4010879","2015-03-07","2015","03","07","","2.7","","-7.9","","-2.6","","20.6","","0.0","","","M","","M","0.0","","15","","25","","41",""
"-102.57","50.37","BROADVIEW","4010879","2015-03-08","2015","03","08","","3.0","","-8.4","","-2.7","","20.7","","0.0","","","M","","M","0.0","","15","","","","<31",""
"-102.57","50.37","BROADVIEW","4010879","2015-03-09","2015","03","09","","5.6","","-4.2","","0.7","","17.3","","0.0","","","M","","M","0.0","","14","","28","","35",""
"-102.57","50.37","BROADVIEW","4010879","2015-03-10","2015","03","10","","5.1","","-1.9","","1.6","","16.4","","0.0","","","M","","M","0.0","","11","","27","","33",""
"-102.57","50.37","BROADVIEW","4010879","2015-03-11","2015","03","11","","1.3","","-2.0","","-0.4","","18.4","","0.0","","","M","","M","0.0","","8","","13","","50",""
"-102.57","50.37","BROADVIEW","4010879","2015-03-12","2015","03","12","","6.5","","-1.1","","2.7","","15.3","","0.0","","","M","","M","0.0","","6","","12","","32",""
"-102.57","50.37","BROADVIEW","4010879","2015-03-13","2015","03","13","","9.0","","-2.0","","3.5","","14.5","","0.0","","","M","","M","0.0","","1","","31","","33",""
"-102.57","50.37","BROADVIEW","4010879","2015-03-14","2015","03","14","","11.5","","-2.6","","4.5","","13.5","","0.0","","","M","","M","0.0","","0","T","19","","44",""
"-102.57","50.37","BROADVIEW","4010879","2015-03-15","2015","03","15","","10.6","","1.0","","5.8","","12.2","","0.0","","","M","","M","0.0","","0","T","28","","48",""
"-102.57","50.37","BROADVIEW","4010879","2015-03-16","2015","03","16","","2.8","","-4.5","","-0.9","","18.9","","0.0","","","M","","M","0.0","","0","T","32","","43",""
"-102.57","50.37","BROADVIEW","4010879","2015-03-17","2015","03","17","","5.6","","-6.9","","-0.7","","18.7","","0.0","","","M","","M","0.0","","0","T","25","","32",""
"-102.57","50.37","BROADVIEW","4010879","2015-03-18","2015","03","18","","8.2","","-6.3","","1.0","","17.0","","0.0","","","M","","M","0.0","","","","","","<31",""
"-102.57","50.37","BROADVIEW","4010879","2015-03-19","2015","03","19","","9.5","","-4.0","","2.8","","15.2","","0.0","","","M","","M","0.0","","","","30","","39",""
"-102.57","50.37","BROADVIEW","4010879","2015-03-20","2015","03","20","","0.8","","-7.9","","-3.6","","21.6","","0.0","","","M","","M","0.0","","0","T","","","<31",""
"-102.57","50.37","BROADVIEW","4010879","2015-03-21","2015","03","21","","-5.4","","-8.6","","-7.0","","25.0","","0.0","","","M","","M","2.4","","0","T","10","","41",""
"-102.57","50.37","BROADVIEW","4010879","2015-03-22","2015","03","22","","0.2","","-7.5","","-3.7","","21.7","","0.0","","","M","","M","2.9","","1","","13","","56",""
"-102.57","50.37","BROADVIEW","4010879","2015-03-23","2015","03","23","","-1.6","","-4.6","","-3.1","","21.1","","0.0","","","M","","M","0.2","","1","","","","<31",""
"-102.57","50.37","BROADVIEW","4010879","2015-03-24","2015","03","24","","-0.8","","-3.1","","-2.0","","20.0","","0.0","","","M","","M","4.2","","1","","1","","43",""
"-102.57","50.37","BROADVIEW","4010879","2015-03-25","2015","03","25","","0.2","","-9.5","","-4.7","","22.7","","0.0","","","M","","M","0.0","","5","","34","","43",""
"-102.57","50.37","BROADVIEW","4010879","2015-03-26","2015","03","26","","1.6","","-10.2","","-4.3","","22.3","","0.0","","","M","","M","0.0","","2","","","","<31",""
"-102.57","50.37","BROADVIEW","4010879","2015-03-27","2015","03","27","","6.2","","-2.3","","2.0","","16.0","","0.0","","","M","","M","1.2","","3","","","","<31",""
"-102.57","50.37","BROADVIEW","4010879","2015-03-28","2015","03","28","","15.7","","-0.4","","7.7","","10.3","","0.0","","","M","","M","0.5","","0","T","32","","48",""
"-102.57","50.37","BROADVIEW","4010879","2015-03-29","2015","03","29","","10.3","","-0.4","","5.0","","13.0","","0.0","","","M","","M","0.0","","0","T","31","","41",""
"-102.57","50.37","BROADVIEW","4010879","2015-03-30","2015","03","30","","13.4","","-0.8","","6.3","","11.7","","0.0","","","M","","M","0.5","","0","T","32","","54",""
"-102.57","50.37","BROADVIEW","4010879","2015-03-31","2015","03","31","","13.7","","-4.1","","4.8","","13.2","","0.0","","","M","","M","0.0","","","","15","","43",""
"-102.57","50.37","BROADVIEW","4010879","2015-04-01","2015","04","01","","9.8","","0.4","","5.1","","12.9","","0.0","","","M","","M","0.0","","","","29","","56",""
"-102.57","50.37","BROADVIEW","4010879","2015-04-02","2015","04","02","","2.7","","-8.8","","-3.1","","21.1","","0.0","","","M","","M","1.5","","","","35","","61",""
"-102.57","50.37","BROADVIEW","4010879","2015-04-03","2015","04","03","","-0.1","","-8.8","","-4.5","","22.5","","0.0","","","M","","M","1.0","","0","T","","","<31",""
"-102.57","50.37","BROADVIEW","4010879","2015-04-04","2015","04","04","","-1.2","","-9.0","","-5.1","","23.1","","0.0","","","M","","M","3.6","","","","","","<31",""
"-102.57","50.37","BROADVIEW","4010879","2015-04-05","2015","04","05","","0.3","","-11.2","","-5.5","","23.5","","0.0","","","M","","M","0.0","","2","","","","<31",""
"-102.57","50.37","BROADVIEW","4010879","2015-04-06","2015","04","06","","3.9","","-10.2","","-3.2","","21.2","","0.0","","","M","","M","0.0","","0","T","","","<31",""
"-102.57","50.37","BROADVIEW","4010879","2015-04-07","2015","04","07","","-0.8","","-3.1","","-2.0","","20.0","","0.0","","","M","","M","2.9","","0","T","14","","48",""
"-102.57","50.37","BROADVIEW","4010879","2015-04-08","2015","04","08","","9.9","","-3.8","","3.1","","14.9","","0.0","","","M","","M","0.0","","0","T","31","","35",""
"-102.57","50.37","BROADVIEW","4010879","2015-04-09","2015","04","09","","8.9","","-4.0","","2.5","","15.5","","0.0","","","M","","M","0.0","","0","T","33","","48",""
"-102.57","50.37","BROADVIEW","4010879","2015-04-10","2015","04","10","","16.2","","-6.1","","5.1","","12.9","","0.0","","","M","","M","0.0","","0","T","","","<31",""
"-102.57","50.37","BROADVIEW","4010879","2015-04-11","2015","04","11","","21.6","","0.9","","11.3","","6.7","","0.0","","","M","","M","0.0","","","","21","","54",""
"-102.57","50.37","BROADVIEW","4010879","2015-04-12","2015","04","12","","11.9","","2.6","","7.3","","10.7","","0.0","","","M","","M","0.0","","","","31","","59",""
"-102.57","50.37","BROADVIEW","4010879","2015-04-13","2015","04","13","","11.3","","-2.0","","4.7","","13.3","","0.0","","","M","","M","0.0","","","","31","","63",""
"-102.57","50.37","BROADVIEW","4010879","2015-04-14","2015","04","14","","19.0","","-2.7","","8.2","","9.8","","0.0","","","M","","M","0.0","","","","12","","69",""
"-102.57","50.37","BROADVIEW","4010879","2015-04-15","2015","04","15","","17.7","","4.8","","11.3","","6.7","","0.0","","","M","","M","0.0","","","","33","","46",""
"-102.57","50.37","BROADVIEW","4010879","2015-04-16","2015","04","16","","16.9","","-1.3","","7.8","","10.2","","0.0","","","M","","M","0.0","","","","33","","33",""
"-102.57","50.37","BROADVIEW","4010879","2015-04-17","2015","04","17","","15.3","","1.4","","8.4","","9.6","","0.0","","","M","","M","0.0","","","","35","","35",""
"-102.57","50.37","BROADVIEW","4010879","2015-04-18","2015","04","18","","15.1","","0.4","","7.8","","10.2","","0.0","","","M","","M","0.0","","","","31","","44",""
"-102.57","50.37","BROADVIEW","4010879","2015-04-19","2015","04","19","","5.9","","-1.1","","2.4","","15.6","","0.0","","","M","","M","1.1","","","","32","","56",""
"-102.57","50.37","BROADVIEW","4010879","2015-04-20","2015","04","20","","8.5","","-4.9","","1.8","","16.2","","0.0","","","M","","M","0.0","","","","36","","50",""
"-102.57","50.37","BROADVIEW","4010879","2015-04-21","2015","04","21","","7.5","","-4.0","","1.8","","16.2","","0.0","","","M","","M","0.0","","","","","","<31",""
"-102.57","50.37","BROADVIEW","4010879","2015-04-22","2015","04","22","","11.0","","-5.4","","2.8","","15.2","","0.0","","","M","","M","0.0","","","","","","<31",""
"-102.57","50.37","BROADVIEW","4010879","2015-04-23","2015","04","23","","9.8","","-4.4","","2.7","","15.3","","0.0","","","M","","M","0.0","","","","16","","37",""
"-102.57","50.37","BROADVIEW","4010879","2015-04-24","2015","04","24","","15.1","","0.8","","8.0","","10.0","","0.0","","","M","","M","0.0","","","","11","","39",""
"-102.57","50.37","BROADVIEW","4010879","2015-04-25","2015","04","25","","13.8","","5.0","","9.4","","8.6","","0.0","","","M","","M","0.0","","","","12","","41",""
"-102.57","50.37","BROADVIEW","4010879","2015-04-26","2015","04","26","","9.8","","2.1","","6.0","","12.0","","0.0","","","M","","M","0.2","","","","15","","43",""
